"","Adipocytes","Astrocytes","B_cells","Cardiomyocytes","Dendritic_cells","Endothelial_cells","Epithelial_cells","Erythrocytes","Fibroblasts","Granulocytes","Hepatocytes","Macrophages","Microglia","Monocytes","Neurons","NK_cells","Oligodendrocytes","T_cells"
"705","Rgs2","Unc80","Solh","Arhgef17","Mmp19","Ube2w","Gng5","Rps14","Prpf19","Mettl9",NA,"Tmbim1","Zfp187","Actb","Rims1","Zbtb38","Rab6b","Fam134b"
"706","Tubb6","Ghr","Ttc39b","Atp5o","Vps13d","Cpd","Nicn1","Pole","Slc35e1","Tpm4",NA,"Bc037034","Stk10","Pura","Ldhb","Zcchc17","Zfp536","Gbp7"
"707","Itgb5","Myh14","Bcl9","Fads3","Sytl3","Map4k3","Tspo","Uqcrq","Ywhaq","Mcam",NA,"Rassf3","Lyl1","1500032l24rik","Ppp1r16b","Appl1","Ankrd13b","Gtf2i"
"708","Pdzrn3","4930565n06rik","Gimap9","Tmem143","Ifitm6","Bc006779","Maged2","Tpcn1","Anxa5","Stk40",NA,"Ptk2","Notch2","Deptor","Ankrd45","Btg2","Ccdc13","C1qbp"
"709","Tbc1d4","Ccdc46","Pdlim1","Col8a1","P2ry14","Casp1","Cdhr4","Ankrd26","Atn1","Ccnd3",NA,"Lrp12","Pcdhga8","Filip1l","Crtac1","Pde4a","Tmem50b","Fam129a"
"710","Cox7b","Prrc2a","Tmc8","Neo1","Baz1a","Kit","Tceb2","Bc021614","Lrrn4cl","Xpc",NA,"Hipk2","Birc3","Gltp","Akr1a4","Zswim6","Arpc1b","Bcl2a1b"
"711","Csrp1","Adora1","Zhx2","Gm1821","Iqgap1","Adam15","Bmpr1a","Tyrobp","Il4ra","Ggt1",NA,"Plin3","Pcdhgb2","Klf13","Cdk14","Fbxw7","Cacng7","Gabbr1"
"712","Hsd17b7","Fam49a","Clcn6","St3gal3","P2ry6","Rplp0","Ppfibp2","Ube2r2","Tpbg","Ctss",NA,"Tanc2","Fgd3","Lsmd1","Tbc1d30","Itgad","Npc1","Fam46c"
"713","Itgad","Gab1","Csrp2","Myo10","Igf2r","Trim34a","1110058l19rik","4632428n05rik","2310014h01rik","Pak1",NA,"Zswim6","Map3k5","Plxdc1","Ctnnd1","Rap2a","Ctps","Xlr4a"
"714","Sgcd","Tnfrsf18","Lpgat1","Rplp0","S100a6","Prr13","Lrguk","Rps21","Ccdc109b","Sept5",NA,"Plk2","Afap1l1","Aqp1","E130309f12rik","Tmem2","Fhl1","Galnt12"
"715","Bst2","Cyp4f14","Acvr1b","Foxo4","Gna12","Adam10","Syne1","Clcn3","Ephb2","Vill",NA,"Abcg1","Il16","Map3k6","Farp1","Cobll1","Hip1r","Cd200r1"
"716","Ech1","Lrp3","Agpat3","Gypc","Ptgs1","Crybg3","Nhp2l1","E2f7","Runx2","2310001h17rik",NA,"Apoc2","5430427o19rik","Brp44","Calb1","Klf9","Phlda1","Pkd1"
"717","Pim3","Sox8","Blvrb","Nme7","Zfp36l2","Ostf1","Acsl6","Rpa2","St5","Mrpl33",NA,"Ssfa2","Ccl12","Nfkbib","Sgtb","Zmat2","Abhd3","Slc17a9"
"718","Six1","Ablim2","Rps6ka1","Rgma","Mapkapk2","Aqp11","Dmwd","Atp1b2","Aldh18a1","Optn",NA,"Aldh3b1","Ptch1","Pram1","Gm996","Pdlim1","Gpx4","Add3"
"719","Slc25a34","Nnat","Ai504432","Arhgef15","Slamf8","Bach1","Kcne2","Gpr146","Rpl35","Rnasel",NA,"Cbr2","1810011o10rik","Tcf4","Myo16","Tnfrsf1a","Cyb5","Atp10a"
"720","Elovl6","Gabbr2","Rps5","Cyfip2","Cd302","D14ertd449e","Armc9","Purb","Arhgef5","Znrf1",NA,"Rcsd1","A230073k19rik","N6amt1","Grik3","Hsph1","Acy3","Foxp1"
"721","Baiap2","Tcfcp2l1","Stambpl1","Lrrc4b","Aldh3b1","Mylip","B230120h23rik","Rps8","Fam111a","Ndufa13",NA,"C4b","Ehd4","Snx10","Mark1","Xpa","Pak7","Sesn3"
"722","Cyb5r3","B3galt1","Slc9a7","Syngr1","Cebpb","Itgb1","Bdh2","Chtf18","Sfxn3","Antxr2",NA,"Plxnc1","Fam102b","Gsr","Slc27a2","Ly6e","Kbtbd11","Nt5c3l"
"723","Gpm6b","Fgfrl1","Cyba","D17h6s56e-3","Tm6sf1","Slc25a4","Epb4.1l5","Prex1","Cmtm3","Lhx1",NA,"Ticam2","Gpam","Kctd17","Nrbp2","Tap1","Nlgn3","Rnf25"
"724","Oplah","Oplah","Kbtbd11","Ifitm3","Setd7","Ppp1r13b","Pipox","Cenpw","Itga8","Wipi1",NA,"Klf4","Scamp1","Lrrfip1","Oprk1","Znrf3","Pnmal2","Cdk16"
"725","Sned1","Rbfox2","Mybbp1a","Inpp5a","Spry2","Far2","Dusp14","Sorbs1","Txnip","Epn1",NA,"Ninj1","Stat6","Fam20c","Pcdh19","Zranb2","Smtnl2","Tnfaip3"
"726","Srxn1","Ephb4","Nfatc1","Plcb4","Pigt","Cd97","Dync1i1","Rgs10","Dact3","H2-k1",NA,"Sept11","B2m","Ndufb4","Gucy1b3","Pbxip1","Sorcs1","Tmc6"
"727","Acads","Mast4","Inpp5f","Srpk3","Tfdp1","Slc7a1","Gpm6b","Dnajb4","Fam46a","Vnn3",NA,"Tm9sf3","Mga","Snrpb","Kcnb1","Rps5","Pon2","Ubxn11"
"728","Idh3b","Arhgap42","N4bp3","Phtf2","B4galt7","Gem","Tbc1d19","Slc40a1","Bst2","Lpcat4",NA,"Kifap3","Etv1","Ubb","Mest","Sdc4","Tspan17","Cecr5"
"729","Snhg11","Ncrna00085","Spna2","Dag1","Cpd","Cap1","Hsdl1","Cic","Foxc1","Gm12166",NA,"Vegfa","Filip1l","B4galt5","Pebp1","Arpc2","Arl1","Dnaja4"
"730","Wdfy3","Rgl3","Tmem173","Dtna","Hsd11b1","Exoc6","Actb","Dmwd","Itgav","Sbno2",NA,"Psmb8","Gm5088","Bach1","Kcnip3","Chd7","Ptpro","Sh3bp5"
"731","Hibch","Tcf4","Bc094916","Il6st","Rsad2","Myo6","Meig1","Reln","Rhbdf1","Nedd9",NA,"Sult1a1","Scoc","Flna","Lrrn1","Ehd3","Cnn3","Hpcal1"
"732","Podn","Ttn","Gapt","Slco3a1","Cd160","Shank3","Taf9b","Arpc3","Tpt1","Rbms1",NA,"Eng","Zfp36l1","H1f0","2200002k05rik","Igf2r","Rnf7","Trp53i13"
"733","Tpi1","B230209k01rik","Mgst1","Fam189a2","Clec2d","Gpr160","Arl6ip1","Kifc5b","Enc1","Slco3a1",NA,"Epn2","Wsb1","Rps13","Agap2","Kif1b","Sema4c","A930005h10rik"
"734","Apcdd1","Cd81","Pfn1","Acat1","Esyt1","Mpdz","Rps27l","Klhl25","Sept8","Gfod1",NA,"Dok1","Acss1","Ttc7","Dusp8","Lair1","Slc35e1","Plec"
"735","Dock11","Ncam2","Gm2a","Anxa6","Klra3","Vbp1","Spata18","Neat1","Thbs3","Foxd4",NA,"Ftl1","Maml2","Fam117b","Kifap3","Arid4a","Abi2","Xlr4b"
"736","Myo1h","Zfp641","Pdcd1lg2","Junb","Il17ra","Col15a1","Ai597468","Pla2g12a","Prss57","Glipr1",NA,"Ifngr2","Bc100451","Raph1","Tubb5","Dnahc8","Cxcl12","Ndufb9"
"737","Sh3tc1","Axin2","Pdia4","Kbtbd5","Ciita","Plcb4","Dkk3","Syce2","Serpinb6a","Itpripl2",NA,"Sdc4","Fam46a","Phf11","Sh2d5","Elf1","Rasa3","Obfc2a"
"738","Irf4","Csmd1","Traf4","Sh3kbp1","Fam18a","Ptpn12","Rin2",NA,"Stat6","Grk6",NA,"Mmp19","Gm996","Rtn1","Bc030500","Zcchc11","Snx15","Slc39a4"
"739","Ndufb6","Pld2","Atxn2l","Frem2","Gstm1","Enc1","Rtdr1",NA,"Tsku","Ndufa2",NA,"Pdlim5","Mobp","Cds1","Camkk2","Lbh","St8sia3","Adk"
"740","Pls3","Ptgds","Myo7a","Klhdc8a","Ppp3cc","Nop10","Rtp4",NA,"Glis2","Slc35e1",NA,"2610015p09rik","Camsap1l1","Ndufa2","Odz3","Arhgef5","Usp20","Mir703"
"741","Cast","Slc9a8","Tnfaip3","Rasip1","Atp6v0d2","Ppap2a","Aph1b",NA,"Nucb2","1810058i24rik",NA,"Chd3","Zfp827","Eif3g","Pnma2","Dkc1","Frmd5","Atp8b2"
"742","Dpysl2","Sept8","A530032d15rik","Smoc2","Crybg3","Tubb6","E230008n13rik",NA,"Cxcl14","9030418k01rik",NA,"Mafg","Lrrc4","Gm8801","Rab15","2810006k23rik","Gyg","Ndufa2"
"743","Ugt1a6a","Spock2","Srp54c","Zfp385c","Plin2","Bcam","Prune2",NA,"Pik3r2","Anubl1",NA,"Slc25a4","Sun2","Hk2","Vamp2","Itpr2","Plxdc2","Sorl1"
"744","Cyp4v3","Aa387883","Arhgef6","Antxr2","Pira6","Parp14","Add3",NA,"Rpsa","Baz1a",NA,"6230427j02rik","Cic","Psmb4","2010300c02rik","Rnasel","Unc93b1","Acvrl1"
"745","Enpep","Bhlhe40","Def6","Inpp5j","Samhd1","Rpl8","Fmn2",NA,"Anxa6","Sfmbt2",NA,"Tmem51","Ly6e","Rps17","D7ertd715e","Chpf","Atrn","Slc37a1"
"746","Esyt1","Itgb8","P2rx4","Itgb1","Ctsd","Tmem176b","Ltc4s",NA,"Shisa5","Ets2",NA,"Ostf1","Tmem44","Spr","Arhgef17","Socs2","Nme2","Ecm1"
"747","Cryab","Aspg","Phtf2","Mybpc2","Sh2d3c","Adrb2","Rfx2",NA,"Dstn","Max",NA,"Fhl3","Nfya","2410003k15rik","Dlx6os1","Zfml","Dnajb2","Sipa1"
"748","Limk1","Coro2b","Rassf2","Ndufc1","Bc005537","C1d","Spcs1",NA,"Sec24d","Apoe",NA,"Samhd1","C030046e11rik","Rps14","Efnb2","Khdc1b","D14ertd449e","2700094k13rik"
"749","Mapkapk2","Ldhb","Trim12c","Sdr39u1","Snx18","Fyn","Ccdc103",NA,"Ephx1","Grn",NA,"Tmem87a","Pprc1","Cd68","Hook1","Neat1","Qpct","Rasa1"
"750","Tspan3","Rab6b","Hdac10","Tbx5","Txndc5","Klhl9","Ppap2a",NA,"Prrx2","Peli2",NA,"Ythdf3","Slc37a2","Tmem173","Rab9b","Pydc4","Scarb2","Rcan3"
"751","Mef2d","Gli1","Tcf3","Cd200","Adrbk2","Slc25a5","Ppm1h",NA,"Trps1","Rhof",NA,"Klf10","Abhd2","Car1","Atp2b4","Rgl1","Slc1a3","Spata13"
"752","Echs1","Cdc42bpb","Ttpal","Dok7","Ttc7","Csf2rb2","Ppm1k",NA,"Cyth3","Camkk1",NA,"Ltbp3","Lgals9","Ccdc85b","Gm14164","Sesn3","Afap1l1","Slfn10-ps"
"753","Mif","Arhgap12","Msn","Mdh2","Esyt2","Fam38a","Dynlt1b",NA,"Fbln1","Nudt4",NA,"Pstpip1","Marcks","Gypc","Snph","4931406h21rik","Atp6v1f","Gramd4"
"754","Mtap1a","Pcdhb14","Fasn","Vegfb","Gfi1","Tmem123","Spa17",NA,"Gypc","Tbc1d2b",NA,"Rrm2","Uvrag","Klhl6","Inf2","Chst11","Efr3b","Fam46a"
"755","Mmp14","Plxna4","Spint2","Crhr2","Pik3r6","Csrp1","Anxa6",NA,"Praf2","Actb",NA,"Zbtb20","Ankrd26","Rab27a","Plcxd3","Cnot3","Agpat3","Flt3l"
"756","Ppip5k1","Ctif","Tgoln1","Efna1","Rasa3","Rpl22l1","Arl1",NA,"Rab34","Gm962",NA,"Phf15","Ddi2","Add3","Rbms3","Gm6525","Dlk2","Pear1"
"757","Il4ra","Papss2","Tifa","G0s2","Rab32","Enpp3","Rpl21",NA,"Slc44a2","Pqlc1",NA,"Rbms1","Dgkz","Cox7c","Dennd5b","Ubb","Tjp1","Arid5a"
"758","Glrx5","Robo1","Bcl7a","Parva","Solh","Znrf1","Efha2",NA,"Cited2","Irf7",NA,"Sbf2","Zfp146","Ndufa11","Prune2","Rasl12","2510009e07rik","Erf"
"759","Inhbb","Tlcd1","Cd82","Ptpn3","Pogk","Mast4","Timm8a1",NA,"Ly6e","Rassf3",NA,"Slc35a5","Peli2","Pkm2","Unc5c","Rest","Cdc42bpa","Ttc7"
"760","Raly","Aff1","Dock9","Rnf150","Sp110","Sertad1","Arhgap12",NA,"Pak1","Dapk2",NA,"Gsdmd","Lpin2","Fam49b","Fam189a1","Ifi204","Pde8a","Abca7"
"761","4931408d14rik","Ankrd52","Gm17296",NA,"Lpcat4","Actg1","Rps9",NA,"Smad3","Tgm3",NA,"Napsa","Rasa3","Kcne3","Ggt7","Thoc2","Pigz","Atp1b3"
"762","Atp5f1","Rfx3","Lpxn",NA,"Stat6","Lef1","Tmod1",NA,"Tubb5","Trf",NA,"Ube2w","Plcl1","Runx3","Paqr9","Npm1","Slc35a5","Camk1d"
"763","Ctsk","Ucp3","Setd7",NA,"Rab37","Cobll1","Wdr6",NA,"Hsd17b7","Actg1",NA,"Gm885","Sbno2","Sipa1","Ptprt","Acp5","Smox","Chpf"
"764","Fry","Col16a1","Acsf2",NA,"Fam20c","Sri","Glo1",NA,"Ubc","Mapkapk2",NA,"Gnai3","1500004a13rik","C1qbp","Reps2","Sept4","Adi1","Dhcr24"
"765","Pkd2","Gpr156","Gbp9",NA,"Nqo1","Dnm3os","Ndufa7",NA,"Zcchc24","Mgll",NA,"Arhgap11a","Cd63","Edf1","Egr1","Smad3","Pcdh17","A630001g21rik"
"766","Pank3","Nbeal2","Lpar2",NA,"Prickle3","Lamc1","Serhl",NA,"Mef2d","Arpc3",NA,"Cdc42bpb","Zfp384","Tlr7","Fras1","Tanc1","Dapk2","Rras2"
"767","Parm1","Akna","Vps13d",NA,"S1pr1","Mal","Lrrc36",NA,"Ckb","Phf1",NA,"Celf2","Cebpa","Bmf","Adam11","Ttc3","Pogk","Enpp4"
"768","Chdh","Mink1","Dennd1b",NA,"Anxa5","Bbip1","Ppp1r9a",NA,"Gm12824","Icosl",NA,"Zfp36l1","Prkca","Ccdc50","Cd81","Zc3h13","S100a1","Mif4gd"
"769","Mgst3","Synpo2","Gm14446",NA,"Gab2","Gcnt2","Psat1",NA,"Mex3a","Plekhg3",NA,"Ankrd33b","Renbp","Fos","Cntn5","Gm10345","Nap1l5","Rpl27"
"770","Sema3c","Atxn7","Unkl",NA,"Hspa9","Pcdh12","Six4",NA,"Tuba1c","Rab31",NA,"Oas2","Fam125b","Nagpa","B3galt1","Ppm1h","Sulf2","Srp54c"
"771","Slc7a5","Lrrk2","Raly",NA,"Ablim1","Tmtc2","Spin1",NA,"Cyba","Rasl11b",NA,"Gab2","Ttyh3","Atxn2l","Sorl1","Bach2","Cbx6","1700025g04rik"
"772","Adamts9","Maged1","C030046e11rik",NA,"Lpin1","Lima1","Wnk2",NA,"Palm","Cfl1",NA,"Raly","Vps13c","Emr4","Cspg5","Cd84","Gsk3a","Usf1"
"773","Grem2","Nat8","Mir684-1",NA,"Plekha1","Actr2","D930014e17rik",NA,"Flna","Egr1",NA,"Sh3kbp1","Dennd2c","Ptk2b","Klhl1","Esyt2","Hspa1b","D8ertd82e"
"774","Mrc1","Ptprg","Capn5",NA,"Abr","Rps18","Dnahc1",NA,"Iqgap1","Tcp11l2",NA,"Kif13b","Lrmp","Rnf149","Slc25a4","Pde2a","Nkx2-2as","Fam113b"
"775","Peg3","Tmem132b","Epn1",NA,"Smpdl3a","Wls","Zfp612",NA,"Prep","Ikbkap",NA,"Mfhas1","Soat1","Sys1","Cbln2","Purb","Atat1","Lmbr1l"
"776","Gramd1b","2010015l04rik","Nup205",NA,"Tbxas1","Sdcbp","Acat3",NA,"Crtap","Isg20",NA,"Dcbld2","Ndrg2","Chchd2","Hap1","Sigirr","Dynll1","P2rx7"
"777","Uhmk1","Fgd4","Rpsa",NA,"Hfe","Taf7","Atpif1",NA,"Rps3","Jhdm1d",NA,"Fam49a","Qser1","Rap2a","Ncdn","Eif2s2","Idh1","H2-t10"
"778","Myo1b","Kif19a","Slc37a2",NA,"Oas2","Uba52","Zfp36l1",NA,"S1pr2","Oas1g",NA,"Nat8l","Snx18","Mrps24","Gpr22","Slc1a5","Fam13c","Smox"
"779","Bckdhb","Zhx3","Gypc",NA,"Eml5","Cdc42ep1","Cdr2l",NA,"Sh3kbp1","Irak3",NA,"Paip1","Zswim6","Trio","Sumo2","Bptf","Bcl2l1","Tgoln1"
"780","Ctla2a","Atp1b1","Rftn2",NA,"Fgd4","Ppap2b","Tbc1d9",NA,"Rps11","Tbx6",NA,"Plekho1","Arhgef12","Ndufb8","Gm9899","Gramd1a","Gm5148","Cbx7"
"781","Gm12824","Igf2bp3","Stat6",NA,"Gltscr1","Smagp","Grcc10",NA,"Stox2","Nadk",NA,"Ubl3","Lass6","Osgep","Rundc3a","Pydc3","Nkx2-2","Cd44"
"782","Tpm2","6720401g13rik","Fam101b",NA,"Rps6ka1","Stom","Zfp85-rs1",NA,"Tceal8","Lins",NA,"Bach1","Neat1","Gdpd3","Stx1b","Tra2b","Apln","Nme4"
"783","Fam110c","Gstm1","Plxnb2",NA,"Snx20","Aif1l","Tax1bp3",NA,"Hyou1","Sp110",NA,"Gypc","Slc23a2","Gm1673","Thsd7b","Zfp937","Chadl","Oas2"
"784","D14ertd449e","Itga6","Rcbtb1",NA,"Vegfa","Prickle1","Cox6b2",NA,"Rin1","Tlr5",NA,"Snx18","Dip2c","Il6st","Edil3","Mcart6","Oxct1","Pknox1"
"785","Gm10012","Trp53bp2","Uchl3",NA,"Dhx37","Hdgfrp3","Mcee",NA,"Rpl8","Zfhx3",NA,"Esyt2","Tgif1","Ppap2c","Kcnn2","Sh2d3c","Epn1","Gmip"
"786","Gpx8","A330093e20rik","Arap1",NA,"Mef2a","Mall","Pir",NA,"Arl1","Gm12034",NA,"Nagpa","6330407a03rik","Relt","Shank2","Stk4","Slc9a9","Mgst2"
"787","Txn1","Plxnb3","Ctse",NA,"Tlr9","3110062m04rik","Prdx3",NA,"Htra3","Stat4",NA,"Cenpa","Ptk2b","Tmem147","Nrip3","Zrsr1","Fos","Pim1"
"788","Acadl","Serpine2","Ly6c2",NA,"6430527g18rik","Fkbp1a","Ptpn13",NA,"Rai14","Gpi1",NA,"Nuak1","Kcnip3","D8ertd738e","Rcan2","Arid5b","Rnf208","Cxcr3"
"789","Lama2","Shroom2","Gsn",NA,"Gm11435","Tns1","4922501l14rik",NA,"Fam107b","L1cam",NA,"Fgd6","Iars","Tiam2","Apc2","Cbx4","Uchl1","Pla2g16"
"790","Tpt1","Arhgap21","Gns",NA,"Arhgap31","Rapgef3","Trim23",NA,"Cthrc1","Hist1h2ab",NA,"Pdia4","Arsb","Trim12c","Csmd1","Ddx55","Zcchc18","Slc16a1"
"791","Epn1","Prkd1","Mast4",NA,"C230081a13rik","Tap2","Tmem98",NA,"Fads2","Plk3",NA,"Ptpn22","Tcf7l2","1110001j03rik","Rap1gap2","Jund","Tsc22d3","Galnt10"
"792","Fam134c","Cacnb1","Zfp498",NA,"Irf4","Csf2rb","Ccdc141",NA,"Maged2","Ubb",NA,"Cdkn1a","Cep192","Gnb2","Aatk","Lfng","Itgb8","Ptplad1"
"793","Idh3g","Spred3","Abca7",NA,"Fam129a","Irgm1","Cdkn1c",NA,"Smad7","Mkl1",NA,"Rplp0","Sepp1","2410006h16rik","Spire2","H3f3b","Olfml1","Trerf1"
"794","Pbx1","Arhgef10l","Ctsz",NA,"Rab11fip1","4930523c07rik","Rabl5",NA,"Rpl19","Mov10",NA,"Cox7c","Trim23","Rpl36al","Trim46","Rras2","Ncam2","Tpm4"
"795","Sdc2","Rbm12b","Rpl7",NA,"Ksr1","Card10","Gbp3",NA,"D4bwg0951e","Purb",NA,"H2-t23","Trp53bp1","Tspan31","C230004f18rik","Gm11517","Slc4a2","Atm"
"796","Adm","Mtap1b","Trim30d",NA,"Slc7a2","Lipa","Map3k15",NA,"Nab2","Gm8801",NA,"Nfkbia","Bach1","Plekho2","Pdia5","Gm4902","Dlg4","Rps28"
"797","Plxna2","Spnb2","Junb",NA,"Lrg1","Nme2","Mef2c",NA,"Ak5","Metrnl",NA,"Hpcal1","Tbck","Rbms1","Car7","Leprotl1","Ftl1","Slc44a2"
"798","Serinc4","Col27a1","Rpl39",NA,"Sipa1","Psmb8","Ptprz1",NA,"Fam115a","Mogat2",NA,"Adap2","Tgfbrap1","Cox6b2","Ccnd2","Snrpb2","Chfr","Ankrd26"
"799","Ubb","G530011o06rik","Slc35a5",NA,"Pkd1l3","Angptl4","Ttc12",NA,"Src","Pag1",NA,"Heatr3","Itgav","Csk","Tbc1d24","Tm9sf3","Il18","Ccdc109b"
"800","2900073g15rik","Kcnj16","Uvrag",NA,"Slc35a5","Dapk2","Ltbp3",NA,"Cd97","Sec61b",NA,"Reps2","Zfp710","Xpa","B4galt6","Eea1","Nipal3","Rpl39"
"801","Decr1","Lair1","Bin1",NA,"1700088e04rik","4632428n05rik","Slc39a4",NA,"Gstm1","Gng2",NA,"Snw1","Dclre1c","Atp5e","Eef1a2","Ncor1","Clasp2","Sytl3"
"802","Fitm2","Slc24a2","Pgam1",NA,"Itpripl2","St8sia6","Cep290",NA,"Rps5","Il15",NA,"Slc16a3","Dyrk4","Isoc1","Lrrn2","Dnaja4","Rftn2","Zc3h12d"
"803","Mdh1","Ctnna2","Spnb2",NA,"Rassf2","Tenc1","Csgalnact1",NA,"Tspo","Ovgp1",NA,"Col16a1","Clu","Naip2","Pnmal2","Ms4a4c","Cyth1","Sh2d3c"
"804","Pon3","Paqr6","Ankrd44",NA,"Tug1","Ypel5","Fbxl13",NA,"Zfp385a","Samd9l",NA,"Dnajb4","H2-k1","Eif3f","Gm11149","Smad7","Kif5a","Tjp3"
"805","Ormdl3","Slmo1","Coro7",NA,"Adam15","Snhg5","Gm5089",NA,"Bicd2","Dstn",NA,"Ubxn1","Eif2c3","Ifi35","Acap3","5830428m24rik","Srp14","Gpx1"
"806","Unc5a","Syt11","Prex1",NA,"Nlrc5","Yes1","Plxnb2",NA,"Ddr1","Prkd2",NA,"Syngr1","Foxp3","Lamp2","Adcy5","Acpl2","Atp5l","Rcbtb1"
"807","Rcn3","Pcdhb16","Psd3",NA,"Pfkp","Serpinb6a","Hspe1",NA,"Sertad4","Tmc4",NA,"Aqp9","Il13ra1","Nubp1","Pdlim7","Gm12504","Ptprs","Cdk2ap2"
"808","4930404n11rik","Pitpnc1","Rnf144a",NA,"Raph1","Cd151","Apbb1",NA,"Glis3","Tst",NA,"Capn5","Irgm2","Rbpms","Slitrk5","Gp1bb","Tgfbrap1","Neb"
"809","Hpgd","Unc5c","Tnfrsf19",NA,"5031439g07rik","Cmtm3","Kdm5d",NA,"Gpc1","Vamp8",NA,"Diap2","Myo6","Cebpe","Ttc39b","Zeb1","Rragb","Nfkbid"
"810","Anpep","Zxdc","Ahnak",NA,"Hsph1","Rpl23","Mak",NA,"Slc25a24","Hmga2-ps1",NA,"Atp1a3","Scaper","Cpne3","Myt1","Zfp36l2","Ptprf","Rpl6"
"811","Pign","Bsn","Mdfic",NA,"Ptpn18","Tnfaip8l1","Id3",NA,"Syt13","Lmo4",NA,"Cep290","Slc40a1","P2rx7","Zfp612","Ly75","Vamp3","Zdhhc8"
"812","S100a10","Ltbp1","Otud7b",NA,"Ptpro","Alpl","Lrrc6",NA,"Adamts12","Thbs1",NA,"Rassf8","Kcnk13","5031439g07rik","Dock7","Zdhhc20","Erbb4","Ddx21"
"813","Tmem140","Micall2","Myadm",NA,"Ace","Cxx1c","Psmb6",NA,"Dram1","Unc93b1",NA,"Gm8801","Ltc4s","Romo1","Kcnb2","Abcg1","Otud7b","Gorasp1"
"814","Atxn2l","Ocrl","Orai2",NA,"Bcl2a1b","Esyt2","Ccdc88c",NA,"Luzp1","5031439g07rik",NA,"Lpar1","Pyroxd2","Stx3","Clasp2","Bod1l","Fam134b","Mrps28"
"815","Itga5","Pcsk6","Sh3kbp1",NA,"Nos2","Extl3","1700013f07rik",NA,"Ptk2","Aph1c",NA,"Snx10","Rbfox1","Bc002163","Phyhipl","Casp8","Pebp1","Prpf19"
"816","Pkp2","Rufy3","Sh2d3c",NA,"Slco4a1","Shfm1","Gm872",NA,"Baz1a","Bc037034",NA,"Wdfy2","Mtss1","Otof","Fbxl16","Eif4ebp2","Tmem63b","Rps15a"
"817","1190007f08rik","Mpdz","Zdhhc14",NA,"Srgap3","Cyp4v3","S100b",NA,"Hnrnpul1","Snx18",NA,"Crtap","Pogz","Tbc1d10c","Khdrbs2","Emb","Dusp3","Tsc22d4"
"818","Agmo","Syne2","Dnahc8",NA,"Tmed8","Lrrc33","Slc16a9",NA,"Parp8","Arhgap23",NA,"Mef2a","Smo","Rpl37a","Ncapd2","Pdia4","Slc25a23","Arhgap27"
"819","Irgm2","Aatk","Fam134c",NA,"Slc9a7","Arglu1","Tagln2",NA,"Ppap2a","Rab11fip1",NA,"Slc25a13","Rasal2","2310047m10rik","Cdk5r1","Gfi1","Tubb2b","Plekha5"
"820","Itpripl2","Icosl","Ktn1",NA,"Abca7","Casp4","1700019e19rik",NA,"Edem3","Tpd52",NA,"Edem1","Malt1","Creg1","Dner","Rps9","Npc2","1110005a03rik"
"821","Acad11","N4bp2","Rps3a",NA,"Krt80","Gpr146","Arhgdib",NA,"Gys1","Hist2h2aa1",NA,"Rasa3","Zfml","Ostf1","Rps6kl1","Stat6","Psen1","Sbf1"
"822","Clptm1","Scd1","Trpc2",NA,"Nr4a2","Lysmd2","Zmynd10",NA,"S100a16","Lrrc67",NA,"Fmnl2","Acp2","Khk","Timp4","Rpl22","Elovl5","Arhgap12"
"823","Enpp5","Pmp22","Grhpr",NA,"Dvl3","Tceal8","Cmtm5",NA,"Sgms2","C1qb",NA,"Fnip1","Akap13","Nbeal2","Fmnl2","Tex9","Pcyt1b","B430306n03rik"
"824","Plxnd1","Synm","Rgl1",NA,"Atxn2l","Akr1a4","Krt8",NA,"Twist2","Tmem8",NA,"Fmnl1","Ash1l","Tnfaip8","Prosapip1","Fau","Lap3","Dock9"
"825","Tomm40","Snph","Sp140",NA,"Chpf","Cdc42ep2","Micall1",NA,"Gxylt2","Pde1b",NA,"Mir684-1","Edem1","Kctd12b","3110082d06rik","Slc2a3","Tapt1","Ttc39c"
"826","Lrrc61","Whamm","Zeb2",NA,"Loc100038947","Taf9b","Atp6v1a",NA,"Rrbp1","Abhd5",NA,"Myo6","Gprasp2","Parvb","Hcn1","Acot7","Fbxw8","Cdk2"
"827","Rnpepl1","Arhgef9","Acox3",NA,"Rgs2","Gab1","Ccdc24",NA,"Adamtsl4","Il4ra",NA,"Lix1l","Map3k9","Rnpepl1","Timp3","Ide","Mid1ip1","Fam134c"
"828","Rps9","Dgka","Eps8",NA,"Srebf2","Myh9","Rpl29",NA,"Cd24a","B2m",NA,"Mef2c","Ipcef1","Cyp2ab1","Ankrd13b","Ccdc72","Ypel2","Kif1b"
"829","Bmp1","Lrtm2","Mylip",NA,"Plec","Tnfrsf1b","Hsph1",NA,"Foxo3","Evi2a",NA,"Tgfbr2","Liph","Ethe1","C630004h02rik","Gmip","Fam108a","Rps2"
"830","Ndufb8","Slc16a2","Pag1",NA,"Zfp36l1","Kank1","Ddr1",NA,"Gbp2","Cd79a",NA,"Bc005561","Prpf40b","Fam86","Pde8b","Btbd11","Pigt","Use1"
"831","Bag1","Svil","Plekhg2",NA,"Evi2a","Nebl","Gprc5c",NA,"Arid5b","Ctnnbip1",NA,"Cntln","B3gat2","Rplp1",NA,"Dtx1","Trim35","Zfp260"
