"","B_cells","B_cells_pro","Basophils","DC","Endothelial_cells","Eosinophils","Epithelial_cells","Fibroblasts","ILC","Macrophages","Mast_cells","Microglia","Monocytes","Neutrophils","NK_cells","NKT","Stem_cells","Stromal_cells","T_cells","Tgd"
"714","FLT3L","IMPDH1","TGOLN1","GAB2","DLL1","FUT8",NA,"NOTCH3","METTL4","IDE","TMEM8","SAT1","ERDR1","SH3BP2","VPS26B","JUND","MIR6516","B3GALT1","RPS24","ZFP507"
"715","DUSP16","MVB12B","PTPRJ","CHD7","OIT1","MEGF9",NA,"CPXM2","RIC1","MARCH8","FAM92A","CSE1L","CFP","TXN1","HDHD5","PRMT9","OXCT1","MXRA7","SARAF","AKR1C13"
"716","TNFRSF13B","EVL","RNU73B","HSD17B12","RTP4","MRPS18C",NA,"IER3IP1","CLOCK","PLCB1","GAS7","EVL","TAGAP","COTL1","SMC4","HIST1H3D","ZFP507","GLI3","ITPKB","FKBP3"
"717","VAV2","HNRNPM","SLC38A1","PARP8","HADH","TCN2",NA,"IFNGR2","GM5457","CD300LD2","GM2A","NUAK2","ARHGEF10L","IL17RA","CALU","SCARB2","CD200R1","CD151","TSPYL3","MRPS18C"
"718","LRRC8C","RGS8","TET2","CXCL10","KIT","CAPN1",NA,"MAT2B","NSUN3","STARD9","GSTM4","TSPAN14","IDE","TCN2","BIN1","TMOD3","FAM96A","H2-M11","DDX21","PLEKHA5"
"719","TTC3","ATM","ADORA3","PLEKHO2","NR5A2","LOC102640277",NA,"TNS2","FAM46A","FAM78B","NDUFS7","IDE","MTHFD2","LAMP2","KLHL30","GM13181","RPS6KA1","FLNA","PAG1","TIAM1"
"720","CDK4","ITGAX","ESYT1","MTHFD2","ENTPD1","CST3",NA,"SERPINB8","RAD18","CMAH","SMAD7","RCAN1","PSTPIP1","NFIL3","PHF23","PTPRJ","A630089N07RIK","INTS6L","TRAV1","RASA2"
"721","FAM214A","SP100","SEPT6","RNF180","PCP4L1","RPL3-PS1",NA,"GM7299","SP100","FYN","VEGFA","SMAD3","RBM38","PIK3R6","MRPS18C","CYP4F16","MECOM","HIGD1B","FGF13","FBXO5"
"722","FTSJ3","FKBP3","ABCC1","CD37","SLC18A1","TSC22D3",NA,"NUDCD2","CRIPT","S100A4","DUSP19","NDUFA4","SLC2A6","PRKCD","ESYT2","FAM111A","TNS3","IFNGR2","IKZF2","L3MBTL3"
"723","INTS4","GM9992","PLEKHG3","GSN","MS4A6B","FAM109B",NA,"SEMA3B","LY6A","TPPP3","NEURL3","WLS","ATP1A1","PIK3C2A","GNS","SMC4","CKAP2L","LAYN","MIR15B","A630033H20RIK"
"724","NA.83","SRPK2","CD274","HVCN1","SLC44A1","ATP11B",NA,"TUBA8","CHRAC1","LARGE1","NFAT5","INSIG1","RHOB","TFE3","AGTRAP","CAPN2","BCAP29","MAP4K5","RCC2","MIRT1"
"725","RPL36A-PS1","VIM","ESYT2","IDE","SLC25A20","CSRP2",NA,"AOX3","HIST2H2AB","SNAP23","4932438A13RIK","NPNT","IARS","CCDC80","SYPL","DDX21","TIMELESS","BCAR3","TMEM154","MTHFD2"
"726","ITPR2","ZFP330","LMO2","IL12RB2","SLC25A24","UBASH3B",NA,"MRGPRF","KCNAB2","BLVRB","CD274","SLC29A1","GPR137B-PS","GPCPD1","IL10RB","HEATR9","B230118H07RIK","CXCL1","TMEM50B","BTG1"
"727","GPCPD1","GM10130","RORA","PRKAR2B","IQGAP1","AHCYL2",NA,"GM13202","SIPA1","GM13675","GRN","ACVR1","HNRNPLL","GNGT2","L3MBTL3","RNF19B","DPAGT1","MRC2","UTP20","PARP12"
"728","PTPN4","IFI214","MAN2B1","GM10269","OAZ2","CHD7",NA,"PRR16","DENND2D","VSIG4","NMB","NIPA2","MAP3K14","MPP5","SGPP1","ADRB2","CD180","PDE7B","DHCR24","ZFP330"
"729","RPL8","PAG1","A430078G23RIK","GPR35","ABHD17B","GRAMD4",NA,"SCARF2","FAM111A","NDUFA4","MEIS1","RAP1GDS1","USP12","FHL3","PRPS2","FLT3L","MTCH2","PLVAP","MADD","MBNL3"
"730","RUNX1","CCT3","DUSP16","BIRC3","MRPS18C","VMN2R96",NA,"TWIST2","GDPD5","TAGAP","SGMS1","AKNA","MIR15A","MICAL1","ZFP827","RGS10","GM10350","CLEC11A","SKP1A","A530088E08RIK"
"731","ZFP943","RNF144A","UNC13D","GRK5","LIX1L","ADSS",NA,"2610001J05RIK","IL2","ANKRD44","L1CAM","IRF2BPL","SAMHD1","PURG","HNRNPR","MYC","IL12A","PPP1R12A","LEPROTL1","EML4"
"732","D730005E14RIK","CSE1L","AIM2","RPS6KA1","PSMC5","CD300LD4",NA,"HS3ST3A1","LBH","CDKAL1","BAG3","SLC38A1","TRAF1","METRNL","IL27RA","NOP14","EML4","TCF12","RCAN3","SERPINA3G"
"733","FYN","HIST1H4I","ARHGDIB","SND1","DUSP6","TEX30",NA,"CXCL9","PRDX6","GM5182","MAPRE2","CLCF1","CLEC4A4","PLEKHO2","SRSF4","ZFP330","G3BP1","AKAP6","H2-OB","ABHD4"
"734","P2RX4","GPR174","DENND4A","HAT1","SIK1","PIK3C2A",NA,"KLF4","ZDHHC18","IARS","OAF","OXCT1","SMARCAD1","ARL11","4930453N24RIK","CCRL2","MCM10","SEC24D","PRKCE","RTN4RL1"
"735","UTP20","HIST2H4","LAMP2","IFIH1","CCDC85A","PITHD1",NA,"SMPDL3A","CABLES1","SIGMAR1","ANKRD12","CSF2RB","MAN2A1","GAB2","SSH1","PSMC5","PDGFRB","CAMK2D","CHIL5","DBF4"
"736","GNL3","SNORD47","PLD3","LIPA","IRF7","EXOC6",NA,"CCNG2","TRAPPC1","GM10130","CAMK1D","GADD45B","MTUS1","RELT","SNX5","SNORD73A","PDK3","CDK14","DNAJC3","SCARB2"
"737","MIR1291","HIST4H4","ATXN1","UCK2","SERPINH1","GALC",NA,"JAM3","TSPAN31","RNF141","KDSR","RPS14","RACK1","SOAT2","FAM49B","VPS26B","PRMT3","PDGFC","MTCP1","EMP3"
"738","SNORD15A","TPM4","C1GALT1","WEE1","RABGGTB","SLC9A9",NA,"SLC25A20","EIF3E","SLC29A1","SYTL2","TBC1D19","SEPT6","ELMO1","PRCP","MIR6516","SMARCAD1","ALOX15","EML4","TNFAIP3"
"739","NOXRED1","KCTD1","CDC42EP3","CSE1L","SNORA34","MAT2A",NA,"VCAN","IGHM","CTSO","DGKI","WAS","CDK4","FLOT1","RPS14","GNAI3","ATP6V0A1","CLIC4","SELENOW","CDC14B"
"740","SLC25A37","GM12261","GNG5","HDAC9","FBXL7","ORAI2",NA,"GAS5","PRRG4","MDFIC","D16ERTD472E","CTNS","RPS6KA1","DHDDS","DDX10","SLC25A53","FKBP3","DSE","TIMP2","ZSWIM6"
"741","ICOSL","NCL","GTF2I","MYO1E","MARCKSL1","HIST1H2BC",NA,"TJP1","NFKBIB","PRKCA","GAS2L3","GALNT12","SLC7A7","SUSD1","TACC1","TSPAN31","GEMIN6","KHDRBS3","CBX7","VPS26B"
"742","IDE","RAD51","GID4","SLC35E3","NETO2","OLFR1333",NA,"ELOF1","VAULTRC5","SESTD1","ZFP831","HK3","MIR27A","TRPV2","EEF2K","RPL3-PS1","METTL1","AR","H2-Q4","FAM111A"
"743","TMOD3","PBK","LOC102633627","MXD1","REEP1","SESN1",NA,"GNB4","CD79B","DIAPH1","CPEB4","PNP","ST3GAL4","ARL3","HOPX","SNORA28","AQP9","GFPT2","TBRG3","MSMO1"
"744","AI467606","RPS3A3","DDIT4","ARPIN","RRAS2","PTPN12",NA,"MYH10","RFX7","PLPP1","VMN2R9","ABL1","ZFP991","GM13202","TTC7","IARS","EIF3E","NKD1","SNORA20","NUDCD2"
"745","HPS3","HOOK1","MVB12B","ENPP4","RAB3IL1","ACTR3",NA,"HADH","SCARB2","RPL3-PS1","ZEB1","ADAMTS16","H2AFZ","STFA2","ZFP709","RPL8","ADK","CACNA1H","MIR7-1","H2-Q4"
"746","S1PR4","ZFP831","PRPS1L3","SEMA4D","TCF12","ATP23",NA,"NUCB2","TMEM156","SMIM10L1","ARHGAP20","COTL1","CCDC50","RLF","SLC9A3R1","SAFB","DAD1","SLC7A8","CDK4","ETS2"
"747","FAM63B","PPAT","MFSD13A","SLC25A24","ACKR1","C5AR1",NA,"ANP32E","PITPNC1","SP100","GRIK5","P2RX4","TLR4","SLC35F5","CDC42EP3","SH3KBP1","GM5853","ARHGEF25","MIR505","CHST15"
"748","ODC1","IL1B","TMEM229B","WAS","ARSA","CKLF",NA,"NPM1","PIM1","AMPD3","ITGB7","SH3BP1","GM10384","SPTY2D1","LAIR1","SLTM","SLC7A8","GPR21","TRPV2","SSBP3"
"749","PLPP3","MYBBP1A","GM13436","EPCAM","HSPH1","SERPINB10",NA,"SLC1A3","RUNX1","CDC42BPA","LPIN1","EXOC6","PDE7B","UPP1","ZDHHC18","MIR142","EIF1","IFI47","AIRN","TDPX-PS1"
"750","TEC","TSC22D1","RPS6KA3","TMEM123","TNFRSF22","DRAM2",NA,"TGFBR2","GM18157","ZCCHC24","DGUOK","GTF2I","STK3","GM7931","FCHO1","PCGF2","IQGAP1","NR4A3","FAM69A","ATPIF1"
"751","GAS5","TSR1","FRY","BUB1","PDE8A","HK2",NA,"GPNMB","KRTCAP2","EXOSC9","PLGRKT","EXOSC9","DENND4A","CARNS1","GALNT6","XRCC6","ASS1","FNDC3B","MRPS18C","MAN1A"
"752","MGAT4A","RNASEL","VPS13C","ZBTB10","PPP1R15A","HSH2D",NA,"NOD1","NA.94","HMGN5","CCDC62","GCLC","NDUFC2","PLK3","RNF130","SLC16A10","ATP10A","IGHD","DDX58","NUCKS1"
"753","REV3L","TUBB5","ZFP280C","C330027C09RIK","PLEC","IGHM",NA,"PIM1","ZMPSTE24","FKBP9","LGALS9","MRC2","RELT","PPP1R3D","RPA1","UNC119","LY9","CLU","FADS1","CAR2"
"754","SCARB2","ARL5C","RPL19-PS7","S100A10","SEMA4C","ADGRG3",NA,"AZIN2","ATPIF1","BMPR2","OLFR921","SIGMAR1","GM7926","CRYBG3","NA.83","EIF2AK2","RBPMS","LDB3","NFATC2","PRR11"
"755","DDX10","METTL1","EXOC6","SDC4","SLC35F5","PSD3",NA,"CCND2","PRPS1L3","COTL1","ST8SIA4","UAP1L1","NADK","KIF23","GTF2E1","TIMP2","SND1","CNN3","CRTAM","MVB12B"
"756","FNDC9","PSTPIP1","SLC25A53","CPEB4","IGF1R","TPGS2",NA,"LTBP1","PTGER4","CRYBG3","GNPNAT1","ATRAID","SIGLECE","AIM1","FAM46A","EIF3E","GM5481","EGFLAM","LOC102637749","RNF216"
"757","KIF20B","S100A10","ATP6V1B2","HOOK1","SPTAN1","GM7079",NA,"PNP","RASSF5","GAS2L3","HSPA2","CADM1","AIF1","FAM49B","TIMP2","KLRE1","RPL31","SORBS1","PRCP","DENND3"
"758","KLF6","UTRN","ZDHHC18","MGAT4A","CAR5B","HINT1",NA,"ARHGEF25","TEX2","GBP7","IFNGR2","PLXNA4","HGF","HHEX","CLP1","RPS14","BET1","CD80","DEF6","GM5182"
"759","XPO1","CD74","PRKD2","CDKAL1","MRRF","EDNRA",NA,"GRN","GM3756","GLG1","MMP12","ARHGEF6","IFRD1","OASL1","DDX21","B3GALT5","SLC18A2","FUNDC2","FKBP3","MTAP"
"760","FBXL5","RPL9-PS1","MADD","CHCHD2","PPM1F","NFU1",NA,"PIEZO2","GAS7","TRIM25","REL","DUSP7","NFIL3","SGK1","FRY","D10WSU102E","NCEH1","BMP5","MTHFD2","DPY19L3"
"761","KDM7A","DCK","PDE3B","BMPR2","HS3ST1","PON2",NA,"RASL12","UTRN","AP2M1","SLC6A8","EBI3","UCK2","GM2A","HIP1","FAM92A","ALDOA","ITGA9","IPO5","IRF2BPL"
"762","CPSF2","ERN1","UHRF1BP1L","PQLC3","LIMA1","RAB11FIP4",NA,"SNTB2","NAA38","CCND1","SMC4","ZFP991","EXOSC9","GPD2","MPHOSPH10","SGMS1","RPS2","NCS1","WDR36","ST3GAL5"
"763","IFI213","ELOVL6","AGPAT2","TPX2","NFKBIA","RGL1",NA,"CDC42BPA","GM5093","INSIG1","DDC","GMIP","MLKL","MIR23A","NCF4","SLC9A3R1","SKP1A","CCDC68","RPS6KA1","CD81"
"764","TSPAN31","GM5100","ANK","FXYD5","RGS4","SLC43A2",NA,"LHPP","B230307C23RIK","MS4A4A","KRTCAP2","ZFP146","SOCS6","ZFP740","VPS37B","SRPK2","CARMIL2","PKNOX2","TTLL12","COTL1"
"765","CERK","FAM65A","RABAC1","HSPA9","CDH13","GPCPD1",NA,"NUDT4","ARID5B","JUN","RNF125","DST","CDKAL1","IDH1","FKBP3","GAS5","GM13680","HOXD8","WDR11","RNF130"
"766","HERC3","ZFP367","RARA","INSIG1","GM13675","BRAF",NA,"ANXA2","RCSD1","MPP6","STXBP2","LGALS9","IFNGR1","EIF2AK2","GM527","NUP205","GM4366","EMP1","EVL","ACSS2"
"767","L3MBTL3","TMEM176A","NAE1","DAPP1","PRKD2","NAV1",NA,"PTPN13","AR","S100A6","NAIP6","RABGGTB","NAT8L","ARHGEF3","HGSNAT","ARHGAP12","ABCE1","SMT3H2-PS4","ITPR2","FAAH"
"768","SIPA1","TMTC1","SH3KBP1","ITPRIPL2","RALGAPA2","DAD1",NA,"OLFR503","ECE1","SLC43A2","SLC36A4","SIAE","CARD9","TMCC1","TMEM62","EXT1","ELOVL7","SPNS2","ATXN1","SP100"
"769","ANKRD28","DTX4","DHRS3","NCK2","FOXO1","SEPT9",NA,"MYL12B","EFR3A","CXCL13","BLNK","LY6A","DUSP22","FNDC3B","MAT2B","RBM12B1","MAP4K5","ATP6V0A1","RPL8","IPO5"
"770","EIF3A","HMGN5","HERC4","SLC1A5","MICAL2","ANXA2",NA,"SNED1","RNY3","IFI47","DYNLT3","PPM1H","PLCB1","NDST1","RIF1","CD81","RRAGB","MYH2","TRAV12-1","CDC25B"
"771","ZFP146","EML4","SIRPA","SLC20A1","TMEM100","ARHGDIB",NA,"CRYAB","CST3","1700112E06RIK","PTPN6","SNORD16A","LIPA","SLC31A1","UBLCP1","D16ERTD472E","TROVE2","NUDT4","NCF4","HNRNPA0"
"772","B4GALNT1","ENG","ZEB1","TMEM106A","FAT4","ADSSL1",NA,"MYO1B","NDUFS4","PPP3CC","TGFBR2","SNORD49B","DDX21","TBX6","DIAPH1","ACPP","GNG5","PLA1A","GBP7","ADCY7"
"773","HNRNPR","H2-DMB2","ENPP4","MAB21L3","COMT","CPEB2",NA,"NUDT21","ARHGAP9","ABI3","RHOH","TRMT61B","KDM7A","ZSWIM6","GCNT1","FAM53B","GTPBP4","PLA2R1","MVB12B","ARHGEF3"
"774","SNORD47","PCDHA11","NFATC3","TDPX-PS1","MANSC1","DOK2",NA,"KDELC1","IFNGR1","PSAP","WDR83OS","CMTM8","SKAP2","N-R5S136","ZFP780B","TMEM176A","HACD3","PCDH1","NFATC3","FXYD5"
"775","ZFP317","RANBP1","NRM","IL18","MIR6516","ELOVL5",NA,"CLIP4","SMC4","PVT1","TTC28","MID1IP1","PLEKHO2","NDRG1","EZR","HECA","PARK7","PKD2","CD81","ALS2"
"776","I730030J21RIK","G3BP1","BCL10","RSL1D1","CXCL9","BIRC3",NA,"ADAMTS10","DDX58","WDR36","ZDHHC13","RGL1","SMS","FERMT3","BLVRA","FXYD5","RHOB","RASGRP2","ENPP4","PADI2"
"777","TGFBR2","GM11836","GPR171","SESN3","FOSL2","LAIR1",NA,"SPRED1","GOT1","ADSSL1","EMC2","LETMD1","GBP2","PSAP","HSPD1","ABCB9","MLEC","ANXA2","BTG1","PSTPIP1"
"778","ZEB1","PGLYRP1","PEAR1","SNORD15A","UBASH3B","NUDT21",NA,"ABCA1","TDPX-PS1","GM6252","FURIN","DAPP1","IER5","CCND2","MAP4K5","CHDH","PHACTR2","PDCD5-PS","CBX6","RPS14"
"779","ARHGEF6","ALYREF","AAAS","UHRF1","H2-T24","ADIPOR2",NA,"NSG1","CASP6","SNX2","RNF24","KLK8","OAS1G","AKNA","PRUNE1","PRKACB","SLC35A3","PLCB4","SORL1","SARAF"
"780","HINT3","ODC1","TXN1","FADS2","MSMO1","STX11",NA,"TPST1","KLRA7","CALCRL","PON3","SNORD14E","SH2D3C","CEP85L","RAP2A","IKZF5","TBC1D19","PTPN13","STK38","GBP7"
"781","RCC2","TDPX-PS1","ADCY7","UTRN","PALMD","GRK6",NA,"VKORC1","NDUFB9","HIST1H4D","SYDE2","WSB1","SIGLEC1","MGST2","CDKAL1","RBM8A2","HINT3","EXTL3","CTSC","TCN2"
"782","CCDC125","DNMT1","SLC7A5","CCR9","GIMAP8","FAM134B",NA,"MKRN1","PGLYRP1","FAM3C","A630089N07RIK","ZFP658","NLRP1C-PS","PAK1","DNAJC10","HS3ST3B1","TBC1D2B","PRKCDBP","AHCYL2","TGFBR2"
"783","DRAM2","MPP6","1110008P14RIK","NUCKS1","GTF2I","GIMAP9",NA,"OAT","RFC4","RRAS","KIF23","HADH","RNF149","SEC14L1","PECAM1","SH3GL3","PSMC5","TNFAIP3","METTL1","CALU"
"784","FAM43A","PRPS1L3","HIST1H2AK","ATP8A1","N4BP3","NDST1",NA,"PLXND1","SGPP1","SH3BP2","ST3GAL3","PRKCB","SLC16A3","STARD7","RCBTB1","MRPL18","2810004N23RIK",NA,"NA.83","FGD3"
"785","HELLS","RTN4RL1","TPM4","BCAP29","PARP12","SLC38A1",NA,"WDR86","GM41780","GPNMB","SMIM10L1","TSC22D3","CEBPA","L1CAM","RUNX1","GSTP3","EBI3",NA,"CHD1L","MCOLN2"
"786","PPAT","CLCA4C-PS","TTC39B","GNB4","MYCN","LAMP2",NA,"CD99L2","RPL19-PS7","SEPT9","TMEM147","KDELC1","GM13680","LOC105246356","RBL2","HIST1H4F","D030056L22RIK",NA,"ARHGAP12","NFATC2"
"787","SNORD35B","FOXP1","ITPR3","KIF21B","HYAL1","AI467606",NA,"DZIP1","ARL5B","CRIM1","ABHD4","NR1D2","HHEX","CEP19","GNPTAB","TMEM176B","GM7926",NA,"AGPAT3","PRF1"
"788","CD44","RPS3","PTPN6","PVR","MAP4K5","GM1966",NA,"EFEMP2","HADH","EFR3A","DUSP10","PARP12","MALT1","E2F2","PRKAR2A","RTF1","DDX21",NA,"DNAJB4","SLC11A2"
"789","FLNA","BIN1","SIKE1","SMARCAD1","RSAD2","KLF2",NA,"PLSCR1","A630033H20RIK","MMP19","HSPA1A","ZEB2OS","SDAD1","METTL9","STX11","SEPHS2","GM6274",NA,"SLC44A2","SPAG7"
"790","GM9835","FBXO5","HCFC1","TSPAN2","ADGRA2","PHACTR2",NA,"SELENON","CHAD","RBMS1","NUFIP1","FAM135A","GRIA3","MRPS18C","AFDN","SNX14","AIM2",NA,"SMAD7","VSIR"
"791","MAP3K8","GM4971","EEF2K","GPR18","RASAL1","PIK3CD",NA,"TUSC5","GYG","ASB4","CAPN2","LPCAT3","SLC8A1","MYD88","FAM129A","EVL","ARHGAP6",NA,"EIF3E","CCDC59"
"792","NIFK","H2-EB2","GLG1","ARHGAP22","TBC1D19","ACOT7",NA,"TMEM204","PCYT1A","FUCA2","GM10384","RASA4","UTRN","DENND5A","GRAP","FOCAD","FUNDC2",NA,"TNFRSF18","NA.83"
"793","TXNDC5","TRIM37","CFP","MEFV","CMTM3","CENPX",NA,"RUNX1T1","CSE1L","GM3756","NPTN","LMF1","FES","MOV10","RFC2","RUNX1","DENND5A",NA,"FAM111A","SRGAP3"
"794","VPS13A","PLEKHA7","SRM","MCM3","POMP","MAPKAPK3",NA,"SEPT4","FAM213A","ADAP1","SOCS2","ATP2B1","HADH","4930523C07RIK","SELENOW","UTP3","PRMT1",NA,"FARSB","GPR132"
"795","A630089N07RIK","RBL1","SGSH","PDCD1LG2","TSPAN9","PDE4B",NA,"ARSJ","RUNDC3B","TCF4","UBE2C","PLCL1","TGFB1","ATP11A","TIGIT","PHF23","ALS2",NA,"FCHSD2","LOC102637749"
"796","ADCY7","STRIP2","SNORA52","SGPP1","EXOC3L","PNPLA7",NA,"SERPINB6B","ARHGDIB","NXPE5","CMAH","SRM","C130050O18RIK","PTGER2","CLK2","NCAPG2","CDK2",NA,"KLF6","GLG1"
"797","GM13680","HNRNPA1L2-PS","TUBA4A","D930015E06RIK","FMNL2","BCL10",NA,"COL16A1","IRF1","SEPT8","SEC24D","HPRT","LMO2","5031439G07RIK","FAM92A","SLC14A1","HIST2H4",NA,"GPATCH4","SGMS1"
"798","MRPL45","TMEM121","ANKRD12","GM6252","GRRP1","IQSEC1",NA,"EYA2","NPTN","DNAJB9","CERK","TCIRG1","SGPP1","IL4RA","CRYBG3","TSPYL3","LIPA",NA,"NUCKS1","EOMES"
"799","TMC8","CDC25A","ARSB","PRC1","MSRB3","ZFP280C",NA,"GBP2","SMIM14","LRP6","FGF2","GUSB","MIR23A","ITIH5","UTP3","ZBTB10","MAN1A",NA,"EXT1","AK2"
"800","BCL6","HDAC9","SLC23A2","NEDD9","SERPINB1A","DIP2C",NA,"SLC35F5","VSIR","TMA7","TUBB6","NENF","ZDHHC21","TRIM12C","ZBTB25","AGGF1","PITRM1",NA,"PLEKHG2","DDIT4"
"801","FKBP3","LYNX1","DCAF6","SELENOW","FOXF1","IL1B",NA,"PRSS23","ZEB1","F630111L10RIK","NIPAL3","SMIM10L1","GGTA1","ARRDC3","ABCA1","ITPK1","XPO1",NA,"B3GNT2","DDX21"
"802","LMTK2","CDC25C","GM29720","SLAMF6","LRRC8C","PRDX1",NA,"RASL11A","A630089N07RIK","GPX1","PGRMC1","SNORD34","HIST1H1C","IQGAP2","RCN1","FAM196B","RPS3",NA,"CCDC59","NRGN"
"803","SNORD87","GPRIN3","KRTCAP2","TRIM7","PTGS1","ST3GAL3",NA,"NBL1","ANO10","LIMA1","POLR2F","ERF","RTN1","OSCP1","CSE1L","GLG1","VAMP3",NA,"CDK6","RPL8"
"804","TSTD3","STOM","EPB41","TCF12","ZFYVE9","CKAP4",NA,"EMILIN1","SMIM8","LRRC8C","AMPD3","QK","TMEM26","KDM7A","GM7265","PITPNC1","M6PR",NA,"GM15210","SRPK2"
"805","ZFP873","LOC102640277","FAM63A","HSPA1A","ALS2CL","GM15210",NA,"LIF","ZNRF3","VPS13C","RBFOX1","SGPP1","SEM1","LINS1","MIS12","ARHGAP18","ITGAM",NA,"N4BP2","E2F8"
"806","DMXL1","LY6C1","KLHL18","RTN4","PMP22","ITM2C",NA,"NDRG1","MRPL52","SMARCAD1","GALNT6","H2-OB","HELZ2","SFN","PPAT","CAMK2D","FAM107B",NA,"NCK2","RCN3"
"807","DOCK9","MMP11","PRPS2","ARHGAP9",NA,"EML4",NA,"PTGES","TPGS2","DYNLT3","AKR1E1","SNORD15A","INSIG1","GMIP","TMEM173","ARHGEF6","PRMT5",NA,"PDLIM5","MICAL1"
"808","THOC1","GPAT3","RPL32L","CFAP36",NA,"GNRH1",NA,"CACNA1C","SEPT9","POMP","CENPQ","TMEM8C","PNPT1","TOB1","CFAP36","DDX10","BORA",NA,"RBM12B1","ANP32B"
"809","VPS13B","GPX1","SUN2","LMAN1",NA,"GSTP3",NA,"SPON2","VPS26B","RSL1D1","GM5853","2410002F23RIK","RBPMS","UBLCP1","CHPT1","EIF5B","UBE2L6",NA,"SRPK1","MYC"
"810","ZC3H12C","DDX21","REPS2","GLG1",NA,"RHOB",NA,"ZFP330","OST4","GPR137B-PS","FAM84A","PER1","TFEC","ARHGAP24","ARL10","NOD1","RPS6",NA,"SNORA23","KLRC1"
"811","4930453N24RIK","PKIG","SPTY2D1","PSMD11",NA,"SNAPC3",NA,"ADAM12","RRM1","GSR","MAP4K5","CXX1C","LIMD2","B4GALT6","MIRLET7F-1","SNORA34","ACOT7",NA,"SRPK2","TSC22D1"
"812","CCT3","PPP1R16B","ZYX","TMEM173",NA,"SPTBN1",NA,"RBM8A2","DSE","LAT2","SRGN","TNFAIP8L2","SNX5","KDM6B","RAB19","RPS2","PTPN12",NA,"CD79B","D16ERTD472E"
"813","ENTPD5","SF3B4","RAB11A","DEK",NA,"GLG1",NA,"F11R","RNU73B","RFTN1","ZFP800","FARSB","LOC102637749","PIK3AP1","TFAM","SPATA5","RNMT",NA,"UBE2D2A","FLT3L"
"814","VPRBP","TSPAN32","CDK4","GPR157",NA,"H2-K2",NA,"FAR2","PREX1","TLR3","ARHGAP11A","NTPCR","RASA4","ARHGAP11A","HNRNPA0","ANP32E","GM5331",NA,"L1CAM","HNRNPR"
"815","ZMYM5","LMAN1","MYH9","LY96",NA,"POLR2F",NA,"ACTN1","SLFN2","ABCC5","CDC14A","ROGDI","AGAP2","CDS2","TOX","CHD1L","ARHGEF6",NA,"NEDD4L","ELOVL6"
"816","NFATC3","PRP2","MIR297B","RPS8-PS1",NA,"TMCC3",NA,"METTL9","MMD","MGL2","CSE1L","SLC9A7","AHR","SESN2","FES","KIF11","CDC25A",NA,"IFIT3","HIST1H4D"
"817","TMEM229B","ARHGEF18","EMP3","ST3GAL4",NA,"TOB1",NA,"VSTM4","ENTPD1","NOP58","DBI","TSPAN33","GM10288","DHX38","HNRNPD","PLEKHF1","CEP128",NA,"A430093F15RIK","CDK4"
"818","ABCE1","MYCL","MOSPD2","UVRAG",NA,"CHCHD2",NA,"CASC4","MYC","WEE1","PTPN22","PECAM1","IFIT2","FCGR2B","GRAMD1B","RNGTT","MIS18A",NA,"GLG1","ECT2"
"819","GNS","PDIA6","RFFL","ADAM22",NA,"GLIPR2",NA,"PTGIR","GABARAP","ANP32B","SH3BGRL3","JADE2","LOC102640277","PRDX5","RAP1B","LRRC8C","MRRF",NA,"GRAMD1B","ENPP4"
"820","LY6C1","RPS9","ST14","TES",NA,"TMCC1",NA,"MAGOH","PIK3R5","EIF3E","STX3","SALL3","USP18","C130026I21RIK","SSRP1","ERDR1","UGCG",NA,"IGSF23","PRMT5"
"821","RPS6","SKA3","TPK1","DENND5A",NA,"CMIP",NA,"SLC16A9","SEPT8","LBP","ARF2","ERRFI1","CALU","SERPINB1A","CALCRL","A530088E08RIK","ELOVL6",NA,"RNF216","AHCYL2"
"822","SCML4","B230307C23RIK","PSTPIP1","EFR3A",NA,"LYZ1",NA,"CNOT8","SLC1A5","TSPAN5","SP100","GPR137B-PS","UNC119","TBC1D14","CLIC4","MSH6","TEK",NA,"XRCC6","CMC4"
"823","SERP1","CEP128","SLC12A6","EML4",NA,"PGAP1",NA,"PRDX4","MAP4K1","EXT1","ARF4","OLFR1174-PS","NIFK","TRIB1","RSL1D1","STAMBPL1","GSR",NA,"ABCG2","ETV5"
"824","SNORD38A","CORO7","FNDC3B","S100A4",NA,"SMAD5",NA,"PLSCR4","CDKAL1","LNCPINT","GFPT1","MAN2B1","RASSF5","TTC7","MCL1","EVI2A","PLIN2",NA,"HINT3","SLC16A10"
"825","IGKV8-16","GM24105","SNORD47","SEMA4C",NA,"CASP1",NA,"ANK2","BORCS7","NFIA","NXPE3","SLC25A4","PA2G4","FAM114A1","JADE2","BCAS2","RNF130",NA,"MIR342","KIF23"
"826","ARHGAP26","ITIH5","FLOT1","UBE2L6",NA,"GM10288",NA,"MRPS34","TRMT61B","PARP12","BLVRB","CNOT8","RUNX2","SEPHS2","PRMT5","EFL1","IL2RG",NA,"RUNX1","NSMAF"
"827","FGFR1OP","TMEM173","GYG","OLFR331",NA,"KRTCAP2",NA,"STARD8","WLS","CTSF","GALNT18","0610040J01RIK","PPT1","IER2","WDR76","AK2","PPIL3",NA,"ATP2B1","CCT3"
